Date			EUR/USD	GBP/USD	AUD/USD	INR/USD	AED/USD	Volume_EUR/USD	Volume_GBP/USD 	Volume_AUD/USD 	Volume_INR/USD 	Volume_AED/USD
Apr 30, 2023	1.2222	1.2569	0.6609	81.7199	3.6726	299989	650935	954644	477061	875905
Apr 29, 2023	1.1024	1.2575	0.6612	81.7215	3.6711	319989	670935	944644	507061	889655
Apr 28, 2023	1.1021	1.2572	0.6607	81.7200	3.6718	309989	690935	984644	487061	895905
Apr 27, 2023	1.1027	1.2487	0.6629	81.6950	3.6719	413464	555559	260843	292684	601589
Apr 26, 2023	1.1041	1.2467	0.6598	81.7400	3.6718	117234	621202	105152	175527	992978
Apr 25, 2023	1.0972	1.2408	0.6625	81.9650	3.6719	824031	956119	254938	560954	946692
Apr 24, 2023	1.1041	1.2482	0.6696	81.9500	3.6717	179068	795922	510564	684619	626674
Apr 23, 2023	1.1044	1.2487	0.6678	81.9512	3.6712	279068	765922	490565	694619	620014
Apr 22, 2023	1.1045	1.2479	0.6656	81.9498	3.6716	199068	775922	530564	664619	596667
Apr 21, 2023	1.0987	1.2430	0.6690	82.0300	3.6723	799478	705197	777769	908283	242210
Apr 20, 2023	1.0967	1.2443	0.6740	82.1200	3.6719	901173	103824	953409	647927	356193
Apr 19, 2023	1.0954	1.2438	0.6713	82.2650	3.6720	422375	442438	681780	606456	461184
Apr 18, 2023	1.0971	1.2424	0.6722	82.0800	3.6719	509716	121706	394334	978123	242188
Apr 17, 2023	1.0926	1.2376	0.6712	81.9845	3.6796	977694	970240	558944	627338	483027
Apr 16, 2023	1.0925	1.2378	0.6723	81.9815	3.6786	996769	930240	678944	697338	693027
Apr 15, 2023	1.0956	1.2374	0.6700	81.9800	3.6718	997694	870240	518947	717338	563027
Apr 14, 2023	1.1124	1.2413	0.6708	81.8200	3.6718	582941	617320	761095	606386	506345
Apr 13, 2023	1.1044	1.2520	0.6781	81.6500	3.6718	534634	466459	740018	335473	294422
Apr 12, 2023	1.0989	1.2481	0.6688	81.9300	3.6720	866776	516304	205555	952058	559002
Apr 11, 2023	1.0910	1.2424	0.6650	82.0400	3.6722	978929	567756	102213	576703	362531
Apr 10, 2023	1.0923	1.2411	0.6599	82.0411	3.6745	878901	598788	113326	523651	325262
Apr 9, 2023	    1.0911	1.2422	0.6612	82.0409	3.6722	892321	545623	102365	498566	314566
Apr 8, 2023	    1.0913	1.2424	0.6645	82.0416	3.6711	912056	498923	123565	545622	296586
Apr 7, 2023	    1.0916	1.2418	0.6490	82.0412	3.6712	874614	512032	115466	575869	325632
Apr 6, 2023	    1.0918	1.2396	0.6645	82.0403	3.6736	956264	503262	102256	515631	402364
Apr 5, 2023	    1.0917	1.2389	0.6645	82.0409	3.6704	985621	515465	165914	553511	396563
Apr 4, 2023	    1.0911	1.2401	0.6589	82.0415	3.6713	889562	519924	115927	462563	362563
Apr 3, 2023	    1.0910	1.2412	0.6689	82.0404	3.6723	856233	532645	135186	478965	452632
Apr 2, 2023	    1.0909	1.2412	0.6615	82.0400	3.6718	912326	523665	145269	596566	396266
Apr 1, 2023	    1.0915	1.2420	0.6678	82.0411	3.6703	905562	545656	123655	545263	360152
