Date			EUR/USD	GBP/USD	AUD/USD	INR/USD	AED/USD	Volume_EUR/USD	Volume_GBP/USD 	Volume_AUD/USD 	Volume_INR/USD 	Volume_AED/USD
May 31, 2023	1.0688	1.2437	0.6500	82.6800	3.6724	52512	161676	976068	Agger	296922
May 30, 2023	1.0733	1.2413	0.6517	82.6650	3.6727	343804	376223	858792	363033	575291
May 29, 2023	1.0705	1.2351	0.6537	82.5860	3.6720	201215	422965	206067	938357	792214
May 28, 2023	1.0723	1.2356	0.6698	82.5789	3.6456	191215	482965	226067	898357	712214
May 27, 2023	1.0723	1.2298	0.6896	82.5656	3.6112	261215	562965	296067	968357	762214
May 26, 2023	1.0724	1.2343	0.6517	82.5700	3.6717	463986	120934	262345	448781	637617
May 25, 2023	1.0719	1.2321	0.6506	82.7330	3.6717	979369	105981	306942	680384	451815
May 24, 2023	1.0748	1.2364	0.6543	82.6700	3.6717	842546	354950	951404	951894	858916Sh
May 23, 2023	1.0768	1.2410	0.6609	82.8300	3.6719	896823	746932	971447	927482	660826
May 22, 2023	1.0811	1.2437	0.6653	82.8400	3.6716	995635	651250	100560	858103	615346
May 21, 2023	1.0812	1.2445	0.6556	82.8369	3.6456	985635	691250	111560	898103	665346
May 20, 2023	1.0756	1.2396	0.6645	82.8412	3.6513	915635	701250	950560	798103	679346
May 19, 2023	1.0802	1.2444	0.6650	82.8780	3.6718	523944	224008	474664	334382	257360
May 18, 2023	1.0769	1.2408	0.6617	82.7200	3.6716	156861	779754	590663	188104	872152
May 17, 2023	1.0839	1.2486	0.6659	82.4000	3.6716	780428	166562	186898	622172	706450
May 16, 2023	1.0861	1.2485	0.6655	82.2640	3.6717	383948	553549	909554	307005	255952
May 15, 2023	1.0872	1.2527	0.6698	82.2370	3.6719	851684	479450	960634	623971	372591
May 14, 2023	1.0896	1.1998	0.6789	82.2895	3.6694	723665	584659	856958	825666	400156
May 13, 2023	1.0845	1.2789	0.6236	82.2789	3.6123	811684	499450	923634	723976	395656
May 12, 2023	1.0848	1.2457	0.6646	82.1730	3.6718	177039	562364	315418	376729	727628
May 11, 2023	1.0914	1.2509	0.6701	82.0900	3.6719	156682	331766	854512	527557	703067
May 10, 2023	1.0988	1.2624	0.6778	81.9000	3.6718	640020	279253	984870	449898	672419
May 09, 2023	1.0967	1.2619	0.6760	82.1000	3.6717	453957	618949	589961	583598	164432
May 08, 2023	1.1004	1.2617	0.6782	81.7700	3.6718	619467	962891	891475	698999	989957
May 07, 2023	1.1123	1.2562	0.6898	81.7123	3.6786	656566	989566	875556	656564	962364
May 06, 2023	1.1005	1.2699	0.6656	81.7789	3.6456	612565	956566	798656	642369	962167
May 05, 2023	1.1017	1.2641	0.6748	81.7000	3.6720	679448	605425	433423	871947	953849
May 04, 2023	1.1011	1.2572	0.6693	81.7100	3.6720	486030	812282  311443	283592	366540
May 03, 2023	1.1059	1.2564	0.6669	81.7550	3.6718	239400	758391	559463	924428	978788
May 02, 2023	1.0999	1.2464	0.6661	81.7500	3.6718	350219	424373	744993	416107	418597
May 01, 2023	1.0975	1.2496	0.6630	81.7700	3.6718	329702	582463	267314	875206	909463
